OTUID,Kingdom,Phylum,Class,Order,Family,Genus,Species
f2_seq1926,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured Acidobacteria bacterium,
f2_seq1927,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,uncultured bacterium
f2_seq1928,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,uncultured,metagenome
f2_seq1929,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,uncultured bacterium
f2_seq1930,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,uncultured archaeon,
f2_seq1931,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia,uncultured bacterium
f2_seq1932,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Candidatus Alysiosphaera,uncultured bacterium
f2_seq1933,Bacteria,Chloroflexi,KD4-96,uncultured Chloroflexi bacterium,,,
f2_seq1934,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,uncultured,uncultured bacterium,
f2_seq1935,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium pyrenivorans
f2_seq1936,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,uncultured Verrucomicrobia bacterium
f2_seq1937,Bacteria,Acidobacteriota,Subgroup 5,uncultured Acidobacteria bacterium,,,
f2_seq1938,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rubrivivax,beta proteobacterium HS5/S24542
f2_seq1939,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage,uncultured bacterium
f2_seq1940,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium sp. GSM-406
f2_seq1941,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,metagenome,
f2_seq1942,Unclassified,,,,,,
f2_seq1943,ML_predicted_Phylum: Patescibacteria,,,,,,
f2_seq1944,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,arsenic-oxidizing bacterium C12
f2_seq1945,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Paenisporosarcina,Sporosarcina sp. TPD23
f2_seq1946,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured bacterium
f2_seq1947,Bacteria,Planctomycetota,OM190,uncultured bacterium,,,
f2_seq1948,Bacteria,Proteobacteria,Gammaproteobacteria,R7C24,uncultured gamma proteobacterium,,
f2_seq1949,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. HX11
f2_seq1950,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,uncultured bacterium
f2_seq1951,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,uncultured bacterium
f2_seq1952,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,uncultured bacterium
f2_seq1953,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,uncultured,uncultured bacterium
f2_seq1954,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Psychrobacillus,Psychrobacillus sp.
f2_seq1955,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,uncultured bacterium
f2_seq1956,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,uncultured,uncultured Acidimicrobiia bacterium,
f2_seq1957,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,uncultured,uncultured actinobacterium
f2_seq1958,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus horneckiae
f2_seq1959,Bacteria,Entotheonellaeota,Entotheonellia,Entotheonellales,Entotheonellaceae,uncultured bacterium,
f2_seq1960,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured bacterium,
f2_seq1961,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,uncultured,uncultured bacterium,
f2_seq1962,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,uncultured bacterium
f2_seq1963,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,uncultured bacterium,
f2_seq1964,Bacteria,Proteobacteria,Gammaproteobacteria,CCD24,metagenome,,
f2_seq1965,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,uncultured,uncultured bacterium
f2_seq1966,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,uncultured soil bacterium
f2_seq1967,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured,uncultured bacterium
f2_seq1968,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,uncultured,uncultured bacterium,
f2_seq1969,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,uncultured crenarchaeote,
f2_seq1970,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured,uncultured bacterium
f2_seq1971,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,uncultured bacterium
f2_seq1972,Bacteria,Planctomycetota,Phycisphaerae,CCM11a,uncultured bacterium,,
f2_seq1973,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Pararhizobium giardinii
f2_seq1974,Bacteria,Entotheonellaeota,Entotheonellia,Entotheonellales,Entotheonellaceae,uncultured bacterium,
f2_seq1975,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,uncultured bacterium,
f2_seq1976,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,uncultured,uncultured bacterium,
f2_seq1977,Unclassified,,,,,,
f2_seq1978,Bacteria,Myxococcota,bacteriap25,uncultured bacterium,,,
f2_seq1979,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Microvirga,uncultured bacterium
f2_seq1980,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,uncultured Acidobacteria bacterium
f2_seq1981,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,uncultured Acidobacteria bacterium
f2_seq1982,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,uncultured bacterium,
f2_seq1983,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,uncultured bacterium,
f2_seq1984,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,uncultured archaeon,
f2_seq1985,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,uncultured,uncultured bacterium
f2_seq1986,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,uncultured Acidobacteria bacterium,
f2_seq1987,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29 marine group,metagenome
f2_seq1988,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1,uncultured bacterium
f2_seq1989,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,uncultured bacterium
f2_seq1990,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium sp. JR008
f2_seq1991,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,uncultured bacterium,
f2_seq1992,ML_predicted_Phylum: Patescibacteria,,,,,,
f2_seq1993,Unclassified,,,,,,
f2_seq1994,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,uncultured bacterium,,
f2_seq1995,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS 17,uncultured Bacteroidetes bacterium,
f2_seq1996,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,metagenome
f2_seq1997,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,uncultured bacterium,
f2_seq1998,Bacteria,Myxococcota,bacteriap25,uncultured bacterium,,,
f2_seq1999,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,uncultured,uncultured bacterium
f2_seq2000,ML_predicted_Phylum: Bacteroidota,,,,,,
f2_seq2001,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,uncultured bacterium,
f2_seq2002,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,uncultured bacterium
f2_seq2003,Bacteria,Desulfobacterota,Desulfuromonadia,PB19,uncultured bacterium,,
f2_seq2004,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,uncultured bacterium,
f2_seq2005,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,uncultured,metagenome,
f2_seq2006,Bacteria,Chloroflexi,P2-11E,uncultured bacterium,,,
f2_seq2007,Bacteria,Myxococcota,bacteriap25,uncultured bacterium,,,
f2_seq2008,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,YM_S32_TM7_50_20,uncultured Candidatus Saccharibacteria bacterium,
f2_seq2009,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,uncultured bacterium
f2_seq2010,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Roseimicrobium,uncultured bacterium
f2_seq2011,Bacteria,Actinobacteriota,Rubrobacteria,Rubrobacterales,Rubrobacteriaceae,Rubrobacter,uncultured Rubrobacter sp.
f2_seq2012,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured bacterium,
f2_seq2013,ML_predicted_Phylum: Patescibacteria,,,,,,
f2_seq2014,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,uncultured bacterium,
f2_seq2015,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,uncultured,uncultured bacterium,
f2_seq2016,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,metagenome,
f2_seq2017,ML_predicted_Phylum: Actinobacteriota,,,,,,
f2_seq2018,Bacteria,Actinobacteriota,Acidimicrobiia,uncultured,uncultured bacterium,,
f2_seq2019,Bacteria,Actinobacteriota,Thermoleophilia,uncultured,uncultured bacterium,,
f2_seq2020,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,uncultured,uncultured bacterium
f2_seq2021,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,uncultured planctomycete
f2_seq2022,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,uncultured euryarchaeote,
f2_seq2023,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,uncultured bacterium,,
f2_seq2024,ML_predicted_Phylum: Bacteroidota,,,,,,
f2_seq2025,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,uncultured bacterium
f2_seq2026,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,uncultured bacterium
f2_seq2027,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chlorella sp. ArM0029B,,
f2_seq2028,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,uncultured,uncultured soil bacterium,
f2_seq2029,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum,uncultured bacterium
f2_seq2030,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides sp. MSL 21
f2_seq2031,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,metagenome
f2_seq2032,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,uncultured actinobacterium,
f2_seq2033,Unclassified,,,,,,
f2_seq2034,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS 17,uncultured bacterium,
f2_seq2035,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS 17,uncultured bacterium,
f2_seq2036,ML_predicted_Phylum: Bacteroidota,,,,,,
f2_seq2037,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage,uncultured Pirellula sp.
f2_seq2038,ML_predicted_Phylum: Bacteroidota,,,,,,
f2_seq2039,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,A21b,uncultured bacterium,
f2_seq2040,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Virgisporangium,Virgisporangium ochraceum
f2_seq2041,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,uncultured bacterium
f2_seq2042,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,uncultured bacterium,
f2_seq2043,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,uncultured soil bacterium
f2_seq2044,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,uncultured bacterium
f2_seq2045,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,uncultured,uncultured bacterium,
f2_seq2046,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,uncultured bacterium
f2_seq2047,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,uncultured Acidobacteria bacterium
f2_seq2048,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,uncultured bacterium,
f2_seq2049,ML_predicted_Phylum: Bacteroidota,,,,,,
f2_seq2050,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,uncultured bacterium,,
f2_seq2051,Bacteria,Chloroflexi,Gitt-GS-136,uncultured bacterium,,,
f2_seq2052,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,A21b,uncultured bacterium,
f2_seq2053,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinomycetospora,Actinomycetospora corticicola
f2_seq2054,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,uncultured bacterium
f2_seq2055,Bacteria,Acidobacteriota,Blastocatellia,11-24,metagenome,,
f2_seq2056,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,uncultured,uncultured Chloroflexaceae bacterium
f2_seq2057,ML_predicted_Phylum: Patescibacteria,,,,,,
f2_seq2058,ML_predicted_Phylum: Patescibacteria,,,,,,
f2_seq2059,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,uncultured bacterium
f2_seq2060,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,uncultured Sphingobacteriales bacterium
f2_seq2061,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus erythropolis
f2_seq2062,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas subvibrioides
f2_seq2063,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides sp.
f2_seq2064,Unclassified,,,,,,
f2_seq2065,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,uncultured bacterium,
f2_seq2066,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,uncultured bacterium
f2_seq2067,Bacteria,Acidobacteriota,Subgroup 5,uncultured bacterium,,,
f2_seq2068,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Bauldia,uncultured bacterium
f2_seq2069,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,JGI 0001001-H03,uncultured bacterium
f2_seq2070,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinomycetospora,Actinomycetospora sp. FXJ1.556
f2_seq2071,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage,uncultured bacterium
f2_seq2072,ML_predicted_Phylum: Planctomycetota,,,,,,
f2_seq2073,Bacteria,Acidobacteriota,Subgroup 25,uncultured bacterium,,,
f2_seq2074,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,uncultured bacterium,
f2_seq2075,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,uncultured bacterium
f2_seq2076,Bacteria,Myxococcota,bacteriap25,metagenome,,,
f2_seq2077,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,uncultured,uncultured bacterium
f2_seq2078,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS 17,metagenome,
f2_seq2079,Unclassified,,,,,,
f2_seq2080,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,uncultured,uncultured bacterium,
f2_seq2081,ML_predicted_Phylum: Verrucomicrobiota,,,,,,
f2_seq2082,ML_predicted_Phylum: Planctomycetota,,,,,,
f2_seq2083,Unclassified,,,,,,
f2_seq2084,Bacteria,Chloroflexi,Gitt-GS-136,uncultured bacterium,,,
f2_seq2085,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,uncultured bacterium
f2_seq2086,ML_predicted_Phylum: Chloroflexi,,,,,,
f2_seq2087,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,metagenome
f2_seq2088,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,metagenome
f2_seq2089,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Hassallia,uncultured soil bacterium
f2_seq2090,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Pseudoflavitalea,Flavitalea sp. enrichment culture
f2_seq2091,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,uncultured,uncultured bacterium
f2_seq2092,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Asanoa,uncultured bacterium
f2_seq2093,Bacteria,Chloroflexi,Dehalococcoidia,S085,uncultured bacterium,,
f2_seq2094,Bacteria,Chloroflexi,Gitt-GS-136,uncultured bacterium,,,
f2_seq2095,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,metagenome,
f2_seq2096,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,uncultured bacterium
f2_seq2097,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Oryza sativa Japonica Group (Japanese rice),,
f2_seq2098,Unclassified,,,,,,
f2_seq2099,ML_predicted_Phylum: Bacteroidota,,,,,,
f2_seq2100,ML_predicted_Phylum: Firmicutes,,,,,,
f2_seq2101,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage,uncultured bacterium
f2_seq2102,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,uncultured bacterium
f2_seq2103,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,uncultured archaeon,
f2_seq2104,Unclassified,,,,,,
f2_seq2105,Bacteria,Patescibacteria,Parcubacteria,uncultured bacterium,,,
f2_seq2106,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Stenotrophobacter,Stenotrophobacter terrae
f2_seq2107,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,uncultured,uncultured bacterium
f2_seq2108,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured,uncultured bacterium
f2_seq2109,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,Schlesneria,uncultured prokaryote
f2_seq2110,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,uncultured bacterium
f2_seq2111,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,uncultured bacterium
f2_seq2112,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Ohtaekwangia,uncultured bacterium
f2_seq2113,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,uncultured,metagenome
f2_seq2114,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,metagenome,
f2_seq2115,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9 marine group,metagenome,
f2_seq2116,ML_predicted_Phylum: Patescibacteria,,,,,,
f2_seq2117,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,uncultured crenarchaeote,
f2_seq2118,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sp. ASB 3-3
f2_seq2119,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,uncultured,metagenome
f2_seq2120,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,uncultured Chitinophagaceae bacterium
f2_seq2121,Bacteria,Actinobacteriota,MB-A2-108,uncultured bacterium,,,
f2_seq2122,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,uncultured bacterium
f2_seq2123,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9 marine group,uncultured bacterium,
f2_seq2124,Bacteria,Acidobacteriota,Blastocatellia,11-24,uncultured bacterium,,
f2_seq2125,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,uncultured Candidatus Saccharibacteria bacterium,,
f2_seq2126,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,uncultured bacterium
f2_seq2127,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Ellin6055,uncultured bacterium
f2_seq2128,ML_predicted_Phylum: Patescibacteria,,,,,,
f2_seq2129,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,uncultured bacterium
f2_seq2130,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,uncultured bacterium
f2_seq2131,Unclassified,,,,,,
f2_seq2132,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,uncultured Bacteroidetes bacterium
f2_seq2133,ML_predicted_Phylum: Chloroflexi,,,,,,
f2_seq2134,Bacteria,Acidobacteriota,Subgroup 5,uncultured Acidobacteria bacterium,,,
f2_seq2135,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,metagenome,
f2_seq2136,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,uncultured Gemmatimonas sp.
f2_seq2137,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,uncultured bacterium,
f2_seq2138,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,uncultured bacterium,
f2_seq2139,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,Oligoflexus,uncultured bacterium
f2_seq2140,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,uncultured,uncultured bacterium,
f2_seq2141,ML_predicted_Phylum: Patescibacteria,,,,,,
f2_seq2142,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,metagenome
f2_seq2143,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,uncultured bacterium
f2_seq2144,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,uncultured bacterium,
