OTUID,Kingdom,Phylum,Class,Order,Family,Genus,Species
seq4158,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Ellin517,metagenome
seq4159,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,metagenome
seq4160,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,uncultured bacterium
seq4161,Unclassified,,,,,,
seq4162,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,uncultured bacterium,,
seq4163,Bacteria,Elusimicrobiota,Lineage IIb,uncultured soil bacterium,,,
seq4164,Bacteria,Myxococcota,bacteriap25,uncultured bacterium,,,
seq4165,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,metagenome
seq4166,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,uncultured bacterium
seq4167,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,uncultured,uncultured bacterium,
seq4168,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,metagenome
seq4169,ML_predicted_Phylum: Proteobacteria,,,,,,
seq4170,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,uncultured bacterium,,
seq4171,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Ohtaekwangia,uncultured bacterium
seq4172,ML_predicted_Phylum: Bacteroidota,,,,,,
seq4173,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured Acidobacteria bacterium,
seq4174,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella,uncultured bacterium
seq4175,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,Terrimonas sp.
seq4176,Eukaryota,Amorphea,Obazoa,Opisthokonta,Nucletmycea,Fungi,Mucoromycota
seq4177,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutus,uncultured bacterium
seq4178,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,uncultured,uncultured bacterium
seq4179,Bacteria,Verrucomicrobiota,Verrucomicrobiae,S-BQ2-57 soil group,uncultured bacterium,,
seq4180,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,uncultured bacterium
seq4181,ML_predicted_Phylum: Verrucomicrobiota,,,,,,
seq4182,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola,uncultured bacterium
seq4183,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niabella,uncultured bacterium
seq4184,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,uncultured Acidobacteria bacterium
seq4185,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,uncultured bacterium
seq4186,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,uncultured bacterium
seq4187,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS 17,uncultured bacterium,
seq4188,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,uncultured,uncultured bacterium
seq4189,ML_predicted_Phylum: Planctomycetota,,,,,,
seq4190,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured Acidobacteriaceae bacterium,
seq4191,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,TRA3-20,uncultured bacterium,
seq4192,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,uncultured,uncultured bacterium
seq4193,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured,uncultured Zavarzinella sp.
seq4194,Bacteria,Actinobacteriota,Rubrobacteria,Rubrobacterales,Rubrobacteriaceae,Rubrobacter,uncultured bacterium
seq4195,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp. KAR72
seq4196,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,metagenome
seq4197,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrososphaera,uncultured archaeon
seq4198,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,metagenome
seq4199,Bacteria,Planctomycetota,Pla4 lineage,metagenome,,,
seq4200,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Cephaloticoccus,metagenome
seq4201,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,uncultured bacterium,
seq4202,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,uncultured bacterium
seq4203,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,uncultured bacterium,,
seq4204,Unclassified,,,,,,
seq4205,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola,Marmoricola sp.
seq4206,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,uncultured Mycobacterium sp.
seq4207,ML_predicted_Phylum: Bacteroidota,,,,,,
seq4208,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,uncultured bacterium
seq4209,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,uncultured Planctomycetaceae bacterium
seq4210,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,Terrimonas sp.
seq4211,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,uncultured,uncultured bacterium
seq4212,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,uncultured bacterium
seq4213,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,uncultured bacterium
seq4214,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,uncultured,uncultured bacterium,
seq4215,Bacteria,Chloroflexi,Chloroflexia,Kallotenuales,AKIW781,uncultured bacterium,
seq4216,Bacteria,Chloroflexi,Anaerolineae,SBR1031,uncultured bacterium,,
seq4217,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,uncultured,uncultured bacterium
seq4218,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage,uncultured bacterium
seq4219,ML_predicted_Phylum: Planctomycetota,,,,,,
seq4220,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,Acidobacteria bacterium WX184
seq4221,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sp. HMDA3
seq4222,ML_predicted_Phylum: Patescibacteria,,,,,,
seq4223,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,uncultured,uncultured bacterium
seq4224,Bacteria,Proteobacteria,Alphaproteobacteria,uncultured,uncultured bacterium,,
seq4225,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,uncultured,uncultured bacterium
seq4226,Bacteria,Planctomycetota,Planctomycetes,uncultured,uncultured bacterium,,
seq4227,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Homoserinibacter,Homoserinibacter gongjuensis
seq4228,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonas,Cellulomonas sp. ES2-55
seq4229,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Phyllobacterium,Phyllobacterium sp. CCBAU 83356
seq4230,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sp. R-38295
seq4231,Bacteria,RCP2-54,uncultured bacterium,,,,
seq4232,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter boryungensis
seq4233,ML_predicted_Phylum: Bacteroidota,,,,,,
seq4234,Unclassified,,,,,,
seq4235,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,uncultured bacterium,
seq4236,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,uncultured bacterium
seq4237,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,metagenome
seq4238,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,uncultured bacterium
seq4239,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia,uncultured bacterium
seq4240,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,uncultured soil bacterium,
seq4241,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,uncultured bacterium
seq4242,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,Devosia sp. M30
seq4243,Bacteria,Myxococcota,bacteriap25,uncultured bacterium,,,
seq4244,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum,uncultured soil bacterium
seq4245,ML_predicted_Phylum: Patescibacteria,,,,,,
seq4246,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter sp. Ulm16
seq4247,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium hauense
seq4248,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,uncultured,uncultured bacterium,
seq4249,Bacteria,Chloroflexi,Ktedonobacteria,C0119,uncultured bacterium,,
seq4250,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,uncultured crenarchaeote,
seq4251,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,uncultured bacterium
seq4252,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Luedemannella,uncultured bacterium
seq4253,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,uncultured soil bacterium
seq4254,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Verrucosispora sp. FXJ6.013,
seq4255,Bacteria,Acidobacteriota,Subgroup 18,uncultured bacterium,,,
seq4256,ML_predicted_Phylum: Patescibacteria,,,,,,
seq4257,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,uncultured bacterium
seq4258,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,uncultured archaeon,
seq4259,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,uncultured archaeon,
seq4260,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,uncultured bacterium
seq4261,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,uncultured,metagenome
seq4262,ML_predicted_Phylum: Patescibacteria,,,,,,
seq4263,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium multivorum
seq4264,ML_predicted_Phylum: Proteobacteria,,,,,,
seq4265,Bacteria,Myxococcota,bacteriap25,uncultured bacterium,,,
seq4266,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Nostoc BDU-40302,Nostoc sp. HCC1088
seq4267,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutus,uncultured Verrucomicrobium sp.
seq4268,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter humi
seq4269,Bacteria,Acidobacteriota,Blastocatellia,11-24,uncultured bacterium,,
seq4270,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Roseimicrobium,metagenome
seq4271,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,uncultured,metagenome
seq4272,ML_predicted_Phylum: Chloroflexi,,,,,,
seq4273,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,uncultured bacterium,
seq4274,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutus,uncultured Verrucomicrobium sp.
seq4275,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,uncultured bacterium,
seq4276,Bacteria,Planctomycetota,OM190,uncultured bacterium,,,
seq4277,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,uncultured bacterium
seq4278,ML_predicted_Phylum: Proteobacteria,,,,,,
seq4279,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,uncultured,metagenome
seq4280,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,uncultured bacterium
seq4281,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,metagenome
seq4282,Unclassified,,,,,,
seq4283,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,uncultured bacterium
seq4284,ML_predicted_Phylum: Actinobacteriota,,,,,,
seq4285,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,B1-7BS,metagenome,
seq4286,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,uncultured bacterium
seq4287,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,uncultured,uncultured bacterium,
seq4288,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,metagenome,
seq4289,Bacteria,Acidobacteriota,Blastocatellia,11-24,uncultured Acidobacteria bacterium,,
seq4290,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium sp. TA_EU
seq4291,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,uncultured bacterium
seq4292,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,uncultured bacterium
seq4293,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured,uncultured bacterium
seq4294,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,uncultured,uncultured bacterium
seq4295,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,uncultured archaeon,
seq4296,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,uncultured bacterium
seq4297,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,uncultured bacterium,
seq4298,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,JGI 0001001-H03,uncultured bacterium
seq4299,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,uncultured Candidatus Saccharibacteria bacterium,,
seq4300,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,metagenome
seq4301,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter humi
seq4302,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,Candidatus Protochlamydia,Candidatus Protochlamydia sp. cvE12
seq4303,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,uncultured,uncultured bacterium
seq4304,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Spirosoma,Spirosoma endophyticum
seq4305,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured,metagenome
seq4306,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia,metagenome
seq4307,Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura,Thermomonosporaceae bacterium ACT-0131
seq4308,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Lactuca sativa,,
seq4309,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,uncultured,uncultured bacterium
seq4310,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,uncultured bacterium,
seq4311,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,uncultured delta proteobacterium
seq4312,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,uncultured bacterium,,
seq4313,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,uncultured,uncultured Bradyrhizobiaceae bacterium
seq4314,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured Acidobacteria bacterium,
seq4315,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Neorhizobium huautlense
seq4316,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,uncultured bacterium
seq4317,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,YM_S32_TM7_50_20,uncultured bacterium,
seq4318,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Inquilinaceae,Inquilinus,bacterium PA13
seq4319,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,uncultured bacterium
seq4320,Unclassified,,,,,,
seq4321,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter,uncultured bacterium
seq4322,ML_predicted_Phylum: Bacteroidota,,,,,,
seq4323,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,uncultured,uncultured bacterium
seq4324,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured bacterium,
seq4325,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium sp. LC341
seq4326,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Puia,uncultured Niastella sp.
seq4327,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,uncultured bacterium
seq4328,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,Solirubrobacterales bacterium 67-14,
seq4329,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Noviherbaspirillum,bacterium BII-R5
seq4330,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,uncultured archaeon,
seq4331,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,uncultured bacterium,
seq4332,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Singulisphaera,uncultured bacterium
seq4333,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces kunmingensis
seq4334,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,uncultured,metagenome
seq4335,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,uncultured,uncultured bacterium
seq4336,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,uncultured bacterium,
seq4337,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,uncultured bacterium
seq4338,Bacteria,Sumerlaeota,Sumerlaeia,Sumerlaeales,Sumerlaeaceae,Sumerlaea,uncultured bacterium
seq4339,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,uncultured bacterium
seq4340,ML_predicted_Phylum: Bacteroidota,,,,,,
seq4341,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,uncultured,metagenome
seq4342,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,uncultured,uncultured bacterium
seq4343,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,uncultured Bacteroidetes bacterium
seq4344,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,uncultured bacterium
seq4345,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,uncultured Bacteroidetes bacterium
seq4346,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,metagenome
seq4347,Unclassified,,,,,,
seq4348,Bacteria,Acidobacteriota,Subgroup 5,uncultured Acidobacteria bacterium,,,
seq4349,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,uncultured bacterium,
seq4350,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,KD3-93,metagenome,
seq4351,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,Planctomycetales bacterium Ellin7224,
seq4352,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Roseimicrobium,metagenome
seq4353,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,uncultured archaeon,
seq4354,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,bacterium Ellin511
seq4355,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,uncultured,uncultured bacterium,
seq4356,Bacteria,Chloroflexi,TK10,uncultured bacterium,,,
seq4357,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,uncultured bacterium
seq4358,Bacteria,Planctomycetota,Pla4 lineage,metagenome,,,
seq4359,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,uncultured bacterium,
seq4360,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,uncultured,uncultured delta proteobacterium
seq4361,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,uncultured,metagenome
seq4362,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,uncultured crenarchaeote,
seq4363,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,uncultured,uncultured bacterium
seq4364,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,BIyi10,uncultured soil bacterium
